season,season_id,division_id,competition_phase,game_id,game_date,periods,team_id,team,opponent_id,opponent,home_away,source_url,field_goals_made,field_goals_missed,field_goals_attempted,field_goals,field_goals_percentage,two_pointers_made,two_pointers_missed,two_pointers_attempted,two_pointers,two_pointers_percentage,three_pointers_made,three_pointers_missed,three_pointers_attempted,three_pointers,three_pointers_percentage,free_throws_made,free_throws_missed,free_throws_attempted,free_throws,free_throws_percentage,won_score,total_won_score,lost_score,total_lost_score,rebounds,defensive_rebounds,offensive_rebounds,defensive_fouls,offensive_fouls,personal_fouls,fouls,assists,steals,blocks,turnovers,points_in_paint,second_chance_points,fast_break_points,source_json
2025-26,2,8,preseason,1497,2025-10-03,4,2,高雄全家海神,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1497/stats,26,46,72,26/72,36.1,13,21,34,13/34,38.2,13,25,38,13/38,34.2,23,7,30,23/30,76.7,88,88,98,98,52,32,20,27,2,29,29,17,7,1,27,20,12,7,"{""field_goals_made"":26,""field_goals_missed"":46,""field_goals_attempted"":72,""field_goals"":""26/72"",""field_goals_percentage"":""36.1"",""two_pointers_made"":13,""two_pointers_missed"":21,""two_pointers_attempted"":34,""two_pointers"":""13/34"",""two_pointers_percentage"":""38.2"",""three_pointers_made"":13,""three_pointers_missed"":25,""three_pointers_attempted"":38,""three_pointers"":""13/38"",""three_pointers_percentage"":""34.2"",""free_throws_made"":23,""free_throws_missed"":7,""free_throws_attempted"":30,""free_throws"":""23/30"",""free_throws_percentage"":""76.7"",""won_score"":88,""total_won_score"":88,""lost_score"":98,""total_lost_score"":98,""rebounds"":52,""defensive_rebounds"":32,""offensive_rebounds"":20,""defensive_fouls"":27,""offensive_fouls"":2,""personal_fouls"":29,""fouls"":29,""assists"":17,""steals"":7,""blocks"":1,""turnovers"":27,""points_in_paint"":20,""second_chance_points"":12,""fast_break_points"":7}"
2025-26,2,8,preseason,1497,2025-10-03,4,4,新竹御嵿攻城獅,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1497/stats,34,41,75,34/75,45.3,23,21,44,23/44,52.3,11,20,31,11/31,35.5,19,20,39,19/39,48.7,98,98,88,88,48,30,18,25,1,26,26,22,16,2,15,40,22,15,"{""field_goals_made"":34,""field_goals_missed"":41,""field_goals_attempted"":75,""field_goals"":""34/75"",""field_goals_percentage"":""45.3"",""two_pointers_made"":23,""two_pointers_missed"":21,""two_pointers_attempted"":44,""two_pointers"":""23/44"",""two_pointers_percentage"":""52.3"",""three_pointers_made"":11,""three_pointers_missed"":20,""three_pointers_attempted"":31,""three_pointers"":""11/31"",""three_pointers_percentage"":""35.5"",""free_throws_made"":19,""free_throws_missed"":20,""free_throws_attempted"":39,""free_throws"":""19/39"",""free_throws_percentage"":""48.7"",""won_score"":98,""total_won_score"":98,""lost_score"":88,""total_lost_score"":88,""rebounds"":48,""defensive_rebounds"":30,""offensive_rebounds"":18,""defensive_fouls"":25,""offensive_fouls"":1,""personal_fouls"":26,""fouls"":26,""assists"":22,""steals"":16,""blocks"":2,""turnovers"":15,""points_in_paint"":40,""second_chance_points"":22,""fast_break_points"":15}"
2025-26,2,11,play_in,6027,2026-05-06,4,6,新北中信特攻,7,新北國王,home,https://api.tpbl.basketball/api/games/6027/stats,30,51,81,30/81,37.0,19,21,40,19/40,47.5,11,30,41,11/41,26.8,19,6,25,19/25,76.0,90,90,96,96,51,37,14,24,0,24,24,21,5,1,15,34,20,0,"{""field_goals_made"":30,""field_goals_missed"":51,""field_goals_attempted"":81,""field_goals"":""30/81"",""field_goals_percentage"":""37.0"",""two_pointers_made"":19,""two_pointers_missed"":21,""two_pointers_attempted"":40,""two_pointers"":""19/40"",""two_pointers_percentage"":""47.5"",""three_pointers_made"":11,""three_pointers_missed"":30,""three_pointers_attempted"":41,""three_pointers"":""11/41"",""three_pointers_percentage"":""26.8"",""free_throws_made"":19,""free_throws_missed"":6,""free_throws_attempted"":25,""free_throws"":""19/25"",""free_throws_percentage"":""76.0"",""won_score"":90,""total_won_score"":90,""lost_score"":96,""total_lost_score"":96,""rebounds"":51,""defensive_rebounds"":37,""offensive_rebounds"":14,""defensive_fouls"":24,""offensive_fouls"":0,""personal_fouls"":24,""fouls"":24,""assists"":21,""steals"":5,""blocks"":1,""turnovers"":15,""points_in_paint"":34,""second_chance_points"":20,""fast_break_points"":0}"
2025-26,2,11,play_in,6027,2026-05-06,4,7,新北國王,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/6027/stats,31,44,75,31/75,41.3,18,16,34,18/34,52.9,13,28,41,13/41,31.7,21,7,28,21/28,75.0,96,96,90,90,48,39,9,23,2,24,25,25,6,3,13,28,6,16,"{""field_goals_made"":31,""field_goals_missed"":44,""field_goals_attempted"":75,""field_goals"":""31/75"",""field_goals_percentage"":""41.3"",""two_pointers_made"":18,""two_pointers_missed"":16,""two_pointers_attempted"":34,""two_pointers"":""18/34"",""two_pointers_percentage"":""52.9"",""three_pointers_made"":13,""three_pointers_missed"":28,""three_pointers_attempted"":41,""three_pointers"":""13/41"",""three_pointers_percentage"":""31.7"",""free_throws_made"":21,""free_throws_missed"":7,""free_throws_attempted"":28,""free_throws"":""21/28"",""free_throws_percentage"":""75.0"",""won_score"":96,""total_won_score"":96,""lost_score"":90,""total_lost_score"":90,""rebounds"":48,""defensive_rebounds"":39,""offensive_rebounds"":9,""defensive_fouls"":23,""offensive_fouls"":2,""personal_fouls"":24,""fouls"":25,""assists"":25,""steals"":6,""blocks"":3,""turnovers"":13,""points_in_paint"":28,""second_chance_points"":6,""fast_break_points"":16}"
2025-26,2,35,finals,8637,2026-05-29,4,7,新北國王,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/8637/stats,36,35,71,36/71,50.7,23,18,41,23/41,56.1,13,17,30,13/30,43.3,24,8,32,24/32,75.0,109,109,84,84,46,38,8,22,2,23,24,24,4,3,11,30,5,8,"{""field_goals_made"":36,""field_goals_missed"":35,""field_goals_attempted"":71,""field_goals"":""36/71"",""field_goals_percentage"":""50.7"",""two_pointers_made"":23,""two_pointers_missed"":18,""two_pointers_attempted"":41,""two_pointers"":""23/41"",""two_pointers_percentage"":""56.1"",""three_pointers_made"":13,""three_pointers_missed"":17,""three_pointers_attempted"":30,""three_pointers"":""13/30"",""three_pointers_percentage"":""43.3"",""free_throws_made"":24,""free_throws_missed"":8,""free_throws_attempted"":32,""free_throws"":""24/32"",""free_throws_percentage"":""75.0"",""won_score"":109,""total_won_score"":109,""lost_score"":84,""total_lost_score"":84,""rebounds"":46,""defensive_rebounds"":38,""offensive_rebounds"":8,""defensive_fouls"":22,""offensive_fouls"":2,""personal_fouls"":23,""fouls"":24,""assists"":24,""steals"":4,""blocks"":3,""turnovers"":11,""points_in_paint"":30,""second_chance_points"":5,""fast_break_points"":8}"
2025-26,2,35,finals,8637,2026-05-29,4,3,福爾摩沙夢想家,7,新北國王,away,https://api.tpbl.basketball/api/games/8637/stats,26,53,79,26/79,32.9,19,26,45,19/45,42.2,7,27,34,7/34,20.6,25,6,31,25/31,80.6,84,84,109,109,46,30,16,22,3,23,25,17,7,4,10,36,23,8,"{""field_goals_made"":26,""field_goals_missed"":53,""field_goals_attempted"":79,""field_goals"":""26/79"",""field_goals_percentage"":""32.9"",""two_pointers_made"":19,""two_pointers_missed"":26,""two_pointers_attempted"":45,""two_pointers"":""19/45"",""two_pointers_percentage"":""42.2"",""three_pointers_made"":7,""three_pointers_missed"":27,""three_pointers_attempted"":34,""three_pointers"":""7/34"",""three_pointers_percentage"":""20.6"",""free_throws_made"":25,""free_throws_missed"":6,""free_throws_attempted"":31,""free_throws"":""25/31"",""free_throws_percentage"":""80.6"",""won_score"":84,""total_won_score"":84,""lost_score"":109,""total_lost_score"":109,""rebounds"":46,""defensive_rebounds"":30,""offensive_rebounds"":16,""defensive_fouls"":22,""offensive_fouls"":3,""personal_fouls"":23,""fouls"":25,""assists"":17,""steals"":7,""blocks"":4,""turnovers"":10,""points_in_paint"":36,""second_chance_points"":23,""fast_break_points"":8}"
2025-26,2,8,preseason,1498,2025-10-04,4,7,新北國王,8,臺北台新戰神,home,https://api.tpbl.basketball/api/games/1498/stats,41,62,103,41/103,39.8,33,27,60,33/60,55.0,8,35,43,8/43,18.6,10,4,14,10/14,71.4,100,100,105,105,65,36,29,19,1,19,20,17,11,2,18,56,27,23,"{""field_goals_made"":41,""field_goals_missed"":62,""field_goals_attempted"":103,""field_goals"":""41/103"",""field_goals_percentage"":""39.8"",""two_pointers_made"":33,""two_pointers_missed"":27,""two_pointers_attempted"":60,""two_pointers"":""33/60"",""two_pointers_percentage"":""55.0"",""three_pointers_made"":8,""three_pointers_missed"":35,""three_pointers_attempted"":43,""three_pointers"":""8/43"",""three_pointers_percentage"":""18.6"",""free_throws_made"":10,""free_throws_missed"":4,""free_throws_attempted"":14,""free_throws"":""10/14"",""free_throws_percentage"":""71.4"",""won_score"":100,""total_won_score"":100,""lost_score"":105,""total_lost_score"":105,""rebounds"":65,""defensive_rebounds"":36,""offensive_rebounds"":29,""defensive_fouls"":19,""offensive_fouls"":1,""personal_fouls"":19,""fouls"":20,""assists"":17,""steals"":11,""blocks"":2,""turnovers"":18,""points_in_paint"":56,""second_chance_points"":27,""fast_break_points"":23}"
2025-26,2,8,preseason,1498,2025-10-04,4,8,臺北台新戰神,7,新北國王,away,https://api.tpbl.basketball/api/games/1498/stats,41,44,85,41/85,48.2,32,24,56,32/56,57.1,9,20,29,9/29,31.0,14,11,25,14/25,56.0,105,105,100,100,45,31,14,17,1,17,18,17,12,4,16,56,7,16,"{""field_goals_made"":41,""field_goals_missed"":44,""field_goals_attempted"":85,""field_goals"":""41/85"",""field_goals_percentage"":""48.2"",""two_pointers_made"":32,""two_pointers_missed"":24,""two_pointers_attempted"":56,""two_pointers"":""32/56"",""two_pointers_percentage"":""57.1"",""three_pointers_made"":9,""three_pointers_missed"":20,""three_pointers_attempted"":29,""three_pointers"":""9/29"",""three_pointers_percentage"":""31.0"",""free_throws_made"":14,""free_throws_missed"":11,""free_throws_attempted"":25,""free_throws"":""14/25"",""free_throws_percentage"":""56.0"",""won_score"":105,""total_won_score"":105,""lost_score"":100,""total_lost_score"":100,""rebounds"":45,""defensive_rebounds"":31,""offensive_rebounds"":14,""defensive_fouls"":17,""offensive_fouls"":1,""personal_fouls"":17,""fouls"":18,""assists"":17,""steals"":12,""blocks"":4,""turnovers"":16,""points_in_paint"":56,""second_chance_points"":7,""fast_break_points"":16}"
2025-26,2,35,finals,8638,2026-05-31,4,7,新北國王,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/8638/stats,34,41,75,34/75,45.3,22,22,44,22/44,50.0,12,19,31,12/31,38.7,16,2,18,16/18,88.9,96,96,93,93,42,31,11,19,0,19,19,23,7,4,8,34,14,7,"{""field_goals_made"":34,""field_goals_missed"":41,""field_goals_attempted"":75,""field_goals"":""34/75"",""field_goals_percentage"":""45.3"",""two_pointers_made"":22,""two_pointers_missed"":22,""two_pointers_attempted"":44,""two_pointers"":""22/44"",""two_pointers_percentage"":""50.0"",""three_pointers_made"":12,""three_pointers_missed"":19,""three_pointers_attempted"":31,""three_pointers"":""12/31"",""three_pointers_percentage"":""38.7"",""free_throws_made"":16,""free_throws_missed"":2,""free_throws_attempted"":18,""free_throws"":""16/18"",""free_throws_percentage"":""88.9"",""won_score"":96,""total_won_score"":96,""lost_score"":93,""total_lost_score"":93,""rebounds"":42,""defensive_rebounds"":31,""offensive_rebounds"":11,""defensive_fouls"":19,""offensive_fouls"":0,""personal_fouls"":19,""fouls"":19,""assists"":23,""steals"":7,""blocks"":4,""turnovers"":8,""points_in_paint"":34,""second_chance_points"":14,""fast_break_points"":7}"
2025-26,2,35,finals,8638,2026-05-31,4,3,福爾摩沙夢想家,7,新北國王,away,https://api.tpbl.basketball/api/games/8638/stats,31,49,80,31/80,38.8,17,22,39,17/39,43.6,14,27,41,14/41,34.1,17,8,25,17/25,68.0,93,93,96,96,50,31,19,19,1,20,20,21,1,3,9,24,11,5,"{""field_goals_made"":31,""field_goals_missed"":49,""field_goals_attempted"":80,""field_goals"":""31/80"",""field_goals_percentage"":""38.8"",""two_pointers_made"":17,""two_pointers_missed"":22,""two_pointers_attempted"":39,""two_pointers"":""17/39"",""two_pointers_percentage"":""43.6"",""three_pointers_made"":14,""three_pointers_missed"":27,""three_pointers_attempted"":41,""three_pointers"":""14/41"",""three_pointers_percentage"":""34.1"",""free_throws_made"":17,""free_throws_missed"":8,""free_throws_attempted"":25,""free_throws"":""17/25"",""free_throws_percentage"":""68.0"",""won_score"":93,""total_won_score"":93,""lost_score"":96,""total_lost_score"":96,""rebounds"":50,""defensive_rebounds"":31,""offensive_rebounds"":19,""defensive_fouls"":19,""offensive_fouls"":1,""personal_fouls"":20,""fouls"":20,""assists"":21,""steals"":1,""blocks"":3,""turnovers"":9,""points_in_paint"":24,""second_chance_points"":11,""fast_break_points"":5}"
2025-26,2,8,preseason,1499,2025-10-04,4,6,新北中信特攻,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1499/stats,41,34,75,41/75,54.7,28,17,45,28/45,62.2,13,17,30,13/30,43.3,6,1,7,6/7,85.7,101,101,81,81,38,31,7,25,3,27,28,19,14,2,20,52,9,12,"{""field_goals_made"":41,""field_goals_missed"":34,""field_goals_attempted"":75,""field_goals"":""41/75"",""field_goals_percentage"":""54.7"",""two_pointers_made"":28,""two_pointers_missed"":17,""two_pointers_attempted"":45,""two_pointers"":""28/45"",""two_pointers_percentage"":""62.2"",""three_pointers_made"":13,""three_pointers_missed"":17,""three_pointers_attempted"":30,""three_pointers"":""13/30"",""three_pointers_percentage"":""43.3"",""free_throws_made"":6,""free_throws_missed"":1,""free_throws_attempted"":7,""free_throws"":""6/7"",""free_throws_percentage"":""85.7"",""won_score"":101,""total_won_score"":101,""lost_score"":81,""total_lost_score"":81,""rebounds"":38,""defensive_rebounds"":31,""offensive_rebounds"":7,""defensive_fouls"":25,""offensive_fouls"":3,""personal_fouls"":27,""fouls"":28,""assists"":19,""steals"":14,""blocks"":2,""turnovers"":20,""points_in_paint"":52,""second_chance_points"":9,""fast_break_points"":12}"
2025-26,2,8,preseason,1499,2025-10-04,4,5,桃園台啤永豐雲豹,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1499/stats,28,45,73,28/73,38.4,25,17,42,25/42,59.5,3,28,31,3/31,9.7,22,7,29,22/29,75.9,81,81,101,101,42,29,13,15,0,14,15,11,10,3,20,38,8,4,"{""field_goals_made"":28,""field_goals_missed"":45,""field_goals_attempted"":73,""field_goals"":""28/73"",""field_goals_percentage"":""38.4"",""two_pointers_made"":25,""two_pointers_missed"":17,""two_pointers_attempted"":42,""two_pointers"":""25/42"",""two_pointers_percentage"":""59.5"",""three_pointers_made"":3,""three_pointers_missed"":28,""three_pointers_attempted"":31,""three_pointers"":""3/31"",""three_pointers_percentage"":""9.7"",""free_throws_made"":22,""free_throws_missed"":7,""free_throws_attempted"":29,""free_throws"":""22/29"",""free_throws_percentage"":""75.9"",""won_score"":81,""total_won_score"":81,""lost_score"":101,""total_lost_score"":101,""rebounds"":42,""defensive_rebounds"":29,""offensive_rebounds"":13,""defensive_fouls"":15,""offensive_fouls"":0,""personal_fouls"":14,""fouls"":15,""assists"":11,""steals"":10,""blocks"":3,""turnovers"":20,""points_in_paint"":38,""second_chance_points"":8,""fast_break_points"":4}"
2025-26,2,35,finals,8639,2026-06-02,4,3,福爾摩沙夢想家,7,新北國王,home,https://api.tpbl.basketball/api/games/8639/stats,35,34,69,35/69,50.7,20,10,30,20/30,66.7,15,24,39,15/39,38.5,20,3,23,20/23,87.0,105,105,69,69,45,38,7,21,1,22,22,24,9,4,15,34,10,6,"{""field_goals_made"":35,""field_goals_missed"":34,""field_goals_attempted"":69,""field_goals"":""35/69"",""field_goals_percentage"":""50.7"",""two_pointers_made"":20,""two_pointers_missed"":10,""two_pointers_attempted"":30,""two_pointers"":""20/30"",""two_pointers_percentage"":""66.7"",""three_pointers_made"":15,""three_pointers_missed"":24,""three_pointers_attempted"":39,""three_pointers"":""15/39"",""three_pointers_percentage"":""38.5"",""free_throws_made"":20,""free_throws_missed"":3,""free_throws_attempted"":23,""free_throws"":""20/23"",""free_throws_percentage"":""87.0"",""won_score"":105,""total_won_score"":105,""lost_score"":69,""total_lost_score"":69,""rebounds"":45,""defensive_rebounds"":38,""offensive_rebounds"":7,""defensive_fouls"":21,""offensive_fouls"":1,""personal_fouls"":22,""fouls"":22,""assists"":24,""steals"":9,""blocks"":4,""turnovers"":15,""points_in_paint"":34,""second_chance_points"":10,""fast_break_points"":6}"
2025-26,2,35,finals,8639,2026-06-02,4,7,新北國王,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/8639/stats,26,41,67,26/67,38.8,19,23,42,19/42,45.2,7,18,25,7/25,28.0,10,12,22,10/22,45.5,69,69,105,105,37,28,9,20,3,23,23,15,10,0,19,32,4,4,"{""field_goals_made"":26,""field_goals_missed"":41,""field_goals_attempted"":67,""field_goals"":""26/67"",""field_goals_percentage"":""38.8"",""two_pointers_made"":19,""two_pointers_missed"":23,""two_pointers_attempted"":42,""two_pointers"":""19/42"",""two_pointers_percentage"":""45.2"",""three_pointers_made"":7,""three_pointers_missed"":18,""three_pointers_attempted"":25,""three_pointers"":""7/25"",""three_pointers_percentage"":""28.0"",""free_throws_made"":10,""free_throws_missed"":12,""free_throws_attempted"":22,""free_throws"":""10/22"",""free_throws_percentage"":""45.5"",""won_score"":69,""total_won_score"":69,""lost_score"":105,""total_lost_score"":105,""rebounds"":37,""defensive_rebounds"":28,""offensive_rebounds"":9,""defensive_fouls"":20,""offensive_fouls"":3,""personal_fouls"":23,""fouls"":23,""assists"":15,""steals"":10,""blocks"":0,""turnovers"":19,""points_in_paint"":32,""second_chance_points"":4,""fast_break_points"":4}"
2025-26,2,8,preseason,1500,2025-10-04,4,4,新竹御嵿攻城獅,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1500/stats,33,44,77,33/77,42.9,24,21,45,24/45,53.3,9,23,32,9/32,28.1,13,8,21,13/21,61.9,88,88,94,94,45,31,14,24,4,28,28,17,8,5,20,44,13,20,"{""field_goals_made"":33,""field_goals_missed"":44,""field_goals_attempted"":77,""field_goals"":""33/77"",""field_goals_percentage"":""42.9"",""two_pointers_made"":24,""two_pointers_missed"":21,""two_pointers_attempted"":45,""two_pointers"":""24/45"",""two_pointers_percentage"":""53.3"",""three_pointers_made"":9,""three_pointers_missed"":23,""three_pointers_attempted"":32,""three_pointers"":""9/32"",""three_pointers_percentage"":""28.1"",""free_throws_made"":13,""free_throws_missed"":8,""free_throws_attempted"":21,""free_throws"":""13/21"",""free_throws_percentage"":""61.9"",""won_score"":88,""total_won_score"":88,""lost_score"":94,""total_lost_score"":94,""rebounds"":45,""defensive_rebounds"":31,""offensive_rebounds"":14,""defensive_fouls"":24,""offensive_fouls"":4,""personal_fouls"":28,""fouls"":28,""assists"":17,""steals"":8,""blocks"":5,""turnovers"":20,""points_in_paint"":44,""second_chance_points"":13,""fast_break_points"":20}"
2025-26,2,8,preseason,1500,2025-10-04,4,3,福爾摩沙夢想家,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/1500/stats,33,51,84,33/84,39.3,27,27,54,27/54,50.0,6,24,30,6/30,20.0,22,6,28,22/28,78.6,94,94,88,88,56,32,24,22,3,24,25,12,11,3,18,52,18,17,"{""field_goals_made"":33,""field_goals_missed"":51,""field_goals_attempted"":84,""field_goals"":""33/84"",""field_goals_percentage"":""39.3"",""two_pointers_made"":27,""two_pointers_missed"":27,""two_pointers_attempted"":54,""two_pointers"":""27/54"",""two_pointers_percentage"":""50.0"",""three_pointers_made"":6,""three_pointers_missed"":24,""three_pointers_attempted"":30,""three_pointers"":""6/30"",""three_pointers_percentage"":""20.0"",""free_throws_made"":22,""free_throws_missed"":6,""free_throws_attempted"":28,""free_throws"":""22/28"",""free_throws_percentage"":""78.6"",""won_score"":94,""total_won_score"":94,""lost_score"":88,""total_lost_score"":88,""rebounds"":56,""defensive_rebounds"":32,""offensive_rebounds"":24,""defensive_fouls"":22,""offensive_fouls"":3,""personal_fouls"":24,""fouls"":25,""assists"":12,""steals"":11,""blocks"":3,""turnovers"":18,""points_in_paint"":52,""second_chance_points"":18,""fast_break_points"":17}"
