season,season_id,division_id,competition_phase,game_id,game_date,periods,team_id,team,opponent_id,opponent,home_away,source_url,field_goals_made,field_goals_missed,field_goals_attempted,field_goals,field_goals_percentage,two_pointers_made,two_pointers_missed,two_pointers_attempted,two_pointers,two_pointers_percentage,three_pointers_made,three_pointers_missed,three_pointers_attempted,three_pointers,three_pointers_percentage,free_throws_made,free_throws_missed,free_throws_attempted,free_throws,free_throws_percentage,won_score,total_won_score,lost_score,total_lost_score,rebounds,defensive_rebounds,offensive_rebounds,defensive_fouls,offensive_fouls,personal_fouls,fouls,assists,steals,blocks,turnovers,points_in_paint,second_chance_points,fast_break_points,source_json
2025-26,2,9,regular_season,1450,2026-02-15,4,7,新北國王,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1450/stats,36,45,81,36/81,44.4,25,24,49,25/49,51.0,11,21,32,11/32,34.4,17,2,19,17/19,89.5,100,100,85,85,53,40,13,16,0,16,16,26,8,3,14,36,13,13,"{""field_goals_made"":36,""field_goals_missed"":45,""field_goals_attempted"":81,""field_goals"":""36/81"",""field_goals_percentage"":""44.4"",""two_pointers_made"":25,""two_pointers_missed"":24,""two_pointers_attempted"":49,""two_pointers"":""25/49"",""two_pointers_percentage"":""51.0"",""three_pointers_made"":11,""three_pointers_missed"":21,""three_pointers_attempted"":32,""three_pointers"":""11/32"",""three_pointers_percentage"":""34.4"",""free_throws_made"":17,""free_throws_missed"":2,""free_throws_attempted"":19,""free_throws"":""17/19"",""free_throws_percentage"":""89.5"",""won_score"":100,""total_won_score"":100,""lost_score"":85,""total_lost_score"":85,""rebounds"":53,""defensive_rebounds"":40,""offensive_rebounds"":13,""defensive_fouls"":16,""offensive_fouls"":0,""personal_fouls"":16,""fouls"":16,""assists"":26,""steals"":8,""blocks"":3,""turnovers"":14,""points_in_paint"":36,""second_chance_points"":13,""fast_break_points"":13}"
2025-26,2,9,regular_season,1450,2026-02-15,4,4,新竹御嵿攻城獅,7,新北國王,away,https://api.tpbl.basketball/api/games/1450/stats,32,48,80,32/80,40.0,20,28,48,20/48,41.7,12,20,32,12/32,37.5,9,4,13,9/13,69.2,85,85,100,100,41,31,10,17,1,17,18,21,8,4,15,36,9,8,"{""field_goals_made"":32,""field_goals_missed"":48,""field_goals_attempted"":80,""field_goals"":""32/80"",""field_goals_percentage"":""40.0"",""two_pointers_made"":20,""two_pointers_missed"":28,""two_pointers_attempted"":48,""two_pointers"":""20/48"",""two_pointers_percentage"":""41.7"",""three_pointers_made"":12,""three_pointers_missed"":20,""three_pointers_attempted"":32,""three_pointers"":""12/32"",""three_pointers_percentage"":""37.5"",""free_throws_made"":9,""free_throws_missed"":4,""free_throws_attempted"":13,""free_throws"":""9/13"",""free_throws_percentage"":""69.2"",""won_score"":85,""total_won_score"":85,""lost_score"":100,""total_lost_score"":100,""rebounds"":41,""defensive_rebounds"":31,""offensive_rebounds"":10,""defensive_fouls"":17,""offensive_fouls"":1,""personal_fouls"":17,""fouls"":18,""assists"":21,""steals"":8,""blocks"":4,""turnovers"":15,""points_in_paint"":36,""second_chance_points"":9,""fast_break_points"":8}"
2025-26,2,9,regular_season,1451,2026-02-15,4,5,桃園台啤永豐雲豹,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1451/stats,35,45,80,35/80,43.8,28,23,51,28/51,54.9,7,22,29,7/29,24.1,19,5,24,19/24,79.2,96,96,93,93,52,39,13,17,1,16,18,20,11,6,13,42,15,17,"{""field_goals_made"":35,""field_goals_missed"":45,""field_goals_attempted"":80,""field_goals"":""35/80"",""field_goals_percentage"":""43.8"",""two_pointers_made"":28,""two_pointers_missed"":23,""two_pointers_attempted"":51,""two_pointers"":""28/51"",""two_pointers_percentage"":""54.9"",""three_pointers_made"":7,""three_pointers_missed"":22,""three_pointers_attempted"":29,""three_pointers"":""7/29"",""three_pointers_percentage"":""24.1"",""free_throws_made"":19,""free_throws_missed"":5,""free_throws_attempted"":24,""free_throws"":""19/24"",""free_throws_percentage"":""79.2"",""won_score"":96,""total_won_score"":96,""lost_score"":93,""total_lost_score"":93,""rebounds"":52,""defensive_rebounds"":39,""offensive_rebounds"":13,""defensive_fouls"":17,""offensive_fouls"":1,""personal_fouls"":16,""fouls"":18,""assists"":20,""steals"":11,""blocks"":6,""turnovers"":13,""points_in_paint"":42,""second_chance_points"":15,""fast_break_points"":17}"
2025-26,2,9,regular_season,1451,2026-02-15,4,6,新北中信特攻,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1451/stats,32,60,92,32/92,34.8,20,35,55,20/55,36.4,12,25,37,12/37,32.4,17,4,21,17/21,81.0,93,93,96,96,57,33,24,17,1,18,18,22,6,3,15,28,20,7,"{""field_goals_made"":32,""field_goals_missed"":60,""field_goals_attempted"":92,""field_goals"":""32/92"",""field_goals_percentage"":""34.8"",""two_pointers_made"":20,""two_pointers_missed"":35,""two_pointers_attempted"":55,""two_pointers"":""20/55"",""two_pointers_percentage"":""36.4"",""three_pointers_made"":12,""three_pointers_missed"":25,""three_pointers_attempted"":37,""three_pointers"":""12/37"",""three_pointers_percentage"":""32.4"",""free_throws_made"":17,""free_throws_missed"":4,""free_throws_attempted"":21,""free_throws"":""17/21"",""free_throws_percentage"":""81.0"",""won_score"":93,""total_won_score"":93,""lost_score"":96,""total_lost_score"":96,""rebounds"":57,""defensive_rebounds"":33,""offensive_rebounds"":24,""defensive_fouls"":17,""offensive_fouls"":1,""personal_fouls"":18,""fouls"":18,""assists"":22,""steals"":6,""blocks"":3,""turnovers"":15,""points_in_paint"":28,""second_chance_points"":20,""fast_break_points"":7}"
2025-26,2,9,regular_season,1452,2026-03-04,4,7,新北國王,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1452/stats,39,56,95,39/95,41.1,29,32,61,29/61,47.5,10,24,34,10/34,29.4,12,5,17,12/17,70.6,100,100,116,116,46,25,21,22,3,23,25,23,6,1,13,48,21,8,"{""field_goals_made"":39,""field_goals_missed"":56,""field_goals_attempted"":95,""field_goals"":""39/95"",""field_goals_percentage"":""41.1"",""two_pointers_made"":29,""two_pointers_missed"":32,""two_pointers_attempted"":61,""two_pointers"":""29/61"",""two_pointers_percentage"":""47.5"",""three_pointers_made"":10,""three_pointers_missed"":24,""three_pointers_attempted"":34,""three_pointers"":""10/34"",""three_pointers_percentage"":""29.4"",""free_throws_made"":12,""free_throws_missed"":5,""free_throws_attempted"":17,""free_throws"":""12/17"",""free_throws_percentage"":""70.6"",""won_score"":100,""total_won_score"":100,""lost_score"":116,""total_lost_score"":116,""rebounds"":46,""defensive_rebounds"":25,""offensive_rebounds"":21,""defensive_fouls"":22,""offensive_fouls"":3,""personal_fouls"":23,""fouls"":25,""assists"":23,""steals"":6,""blocks"":1,""turnovers"":13,""points_in_paint"":48,""second_chance_points"":21,""fast_break_points"":8}"
2025-26,2,9,regular_season,1452,2026-03-04,4,5,桃園台啤永豐雲豹,7,新北國王,away,https://api.tpbl.basketball/api/games/1452/stats,44,38,82,44/82,53.7,37,26,63,37/63,58.7,7,12,19,7/19,36.8,21,9,30,21/30,70.0,116,116,100,100,51,37,14,17,1,18,18,21,7,3,14,66,21,8,"{""field_goals_made"":44,""field_goals_missed"":38,""field_goals_attempted"":82,""field_goals"":""44/82"",""field_goals_percentage"":""53.7"",""two_pointers_made"":37,""two_pointers_missed"":26,""two_pointers_attempted"":63,""two_pointers"":""37/63"",""two_pointers_percentage"":""58.7"",""three_pointers_made"":7,""three_pointers_missed"":12,""three_pointers_attempted"":19,""three_pointers"":""7/19"",""three_pointers_percentage"":""36.8"",""free_throws_made"":21,""free_throws_missed"":9,""free_throws_attempted"":30,""free_throws"":""21/30"",""free_throws_percentage"":""70.0"",""won_score"":116,""total_won_score"":116,""lost_score"":100,""total_lost_score"":100,""rebounds"":51,""defensive_rebounds"":37,""offensive_rebounds"":14,""defensive_fouls"":17,""offensive_fouls"":1,""personal_fouls"":18,""fouls"":18,""assists"":21,""steals"":7,""blocks"":3,""turnovers"":14,""points_in_paint"":66,""second_chance_points"":21,""fast_break_points"":8}"
2025-26,2,9,regular_season,1453,2026-03-06,4,7,新北國王,8,臺北台新戰神,home,https://api.tpbl.basketball/api/games/1453/stats,34,41,75,34/75,45.3,29,30,59,29/59,49.2,5,11,16,5/16,31.3,20,5,25,20/25,80.0,93,93,90,90,40,29,11,19,3,22,22,21,13,8,13,42,14,10,"{""field_goals_made"":34,""field_goals_missed"":41,""field_goals_attempted"":75,""field_goals"":""34/75"",""field_goals_percentage"":""45.3"",""two_pointers_made"":29,""two_pointers_missed"":30,""two_pointers_attempted"":59,""two_pointers"":""29/59"",""two_pointers_percentage"":""49.2"",""three_pointers_made"":5,""three_pointers_missed"":11,""three_pointers_attempted"":16,""three_pointers"":""5/16"",""three_pointers_percentage"":""31.3"",""free_throws_made"":20,""free_throws_missed"":5,""free_throws_attempted"":25,""free_throws"":""20/25"",""free_throws_percentage"":""80.0"",""won_score"":93,""total_won_score"":93,""lost_score"":90,""total_lost_score"":90,""rebounds"":40,""defensive_rebounds"":29,""offensive_rebounds"":11,""defensive_fouls"":19,""offensive_fouls"":3,""personal_fouls"":22,""fouls"":22,""assists"":21,""steals"":13,""blocks"":8,""turnovers"":13,""points_in_paint"":42,""second_chance_points"":14,""fast_break_points"":10}"
2025-26,2,9,regular_season,1453,2026-03-06,4,8,臺北台新戰神,7,新北國王,away,https://api.tpbl.basketball/api/games/1453/stats,33,56,89,33/89,37.1,24,30,54,24/54,44.4,9,26,35,9/35,25.7,15,6,21,15/21,71.4,90,90,93,93,59,31,28,22,0,22,22,25,10,2,21,34,20,17,"{""field_goals_made"":33,""field_goals_missed"":56,""field_goals_attempted"":89,""field_goals"":""33/89"",""field_goals_percentage"":""37.1"",""two_pointers_made"":24,""two_pointers_missed"":30,""two_pointers_attempted"":54,""two_pointers"":""24/54"",""two_pointers_percentage"":""44.4"",""three_pointers_made"":9,""three_pointers_missed"":26,""three_pointers_attempted"":35,""three_pointers"":""9/35"",""three_pointers_percentage"":""25.7"",""free_throws_made"":15,""free_throws_missed"":6,""free_throws_attempted"":21,""free_throws"":""15/21"",""free_throws_percentage"":""71.4"",""won_score"":90,""total_won_score"":90,""lost_score"":93,""total_lost_score"":93,""rebounds"":59,""defensive_rebounds"":31,""offensive_rebounds"":28,""defensive_fouls"":22,""offensive_fouls"":0,""personal_fouls"":22,""fouls"":22,""assists"":25,""steals"":10,""blocks"":2,""turnovers"":21,""points_in_paint"":34,""second_chance_points"":20,""fast_break_points"":17}"
2025-26,2,9,regular_season,1454,2026-03-07,4,2,高雄全家海神,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1454/stats,34,44,78,34/78,43.6,20,28,48,20/48,41.7,14,16,30,14/30,46.7,15,4,19,15/19,78.9,97,97,107,107,33,22,11,20,0,20,20,13,7,1,12,32,15,11,"{""field_goals_made"":34,""field_goals_missed"":44,""field_goals_attempted"":78,""field_goals"":""34/78"",""field_goals_percentage"":""43.6"",""two_pointers_made"":20,""two_pointers_missed"":28,""two_pointers_attempted"":48,""two_pointers"":""20/48"",""two_pointers_percentage"":""41.7"",""three_pointers_made"":14,""three_pointers_missed"":16,""three_pointers_attempted"":30,""three_pointers"":""14/30"",""three_pointers_percentage"":""46.7"",""free_throws_made"":15,""free_throws_missed"":4,""free_throws_attempted"":19,""free_throws"":""15/19"",""free_throws_percentage"":""78.9"",""won_score"":97,""total_won_score"":97,""lost_score"":107,""total_lost_score"":107,""rebounds"":33,""defensive_rebounds"":22,""offensive_rebounds"":11,""defensive_fouls"":20,""offensive_fouls"":0,""personal_fouls"":20,""fouls"":20,""assists"":13,""steals"":7,""blocks"":1,""turnovers"":12,""points_in_paint"":32,""second_chance_points"":15,""fast_break_points"":11}"
2025-26,2,9,regular_season,1454,2026-03-07,4,3,福爾摩沙夢想家,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1454/stats,38,35,73,38/73,52.1,26,20,46,26/46,56.5,12,15,27,12/27,44.4,19,2,21,19/21,90.5,107,107,97,97,47,34,13,17,1,16,18,23,8,4,16,46,26,15,"{""field_goals_made"":38,""field_goals_missed"":35,""field_goals_attempted"":73,""field_goals"":""38/73"",""field_goals_percentage"":""52.1"",""two_pointers_made"":26,""two_pointers_missed"":20,""two_pointers_attempted"":46,""two_pointers"":""26/46"",""two_pointers_percentage"":""56.5"",""three_pointers_made"":12,""three_pointers_missed"":15,""three_pointers_attempted"":27,""three_pointers"":""12/27"",""three_pointers_percentage"":""44.4"",""free_throws_made"":19,""free_throws_missed"":2,""free_throws_attempted"":21,""free_throws"":""19/21"",""free_throws_percentage"":""90.5"",""won_score"":107,""total_won_score"":107,""lost_score"":97,""total_lost_score"":97,""rebounds"":47,""defensive_rebounds"":34,""offensive_rebounds"":13,""defensive_fouls"":17,""offensive_fouls"":1,""personal_fouls"":16,""fouls"":18,""assists"":23,""steals"":8,""blocks"":4,""turnovers"":16,""points_in_paint"":46,""second_chance_points"":26,""fast_break_points"":15}"
2025-26,2,9,regular_season,1455,2026-03-07,4,5,桃園台啤永豐雲豹,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1455/stats,40,48,88,40/88,45.5,28,25,53,28/53,52.8,12,23,35,12/35,34.3,19,2,21,19/21,90.5,111,111,114,114,39,29,10,30,1,30,31,18,7,3,14,36,8,15,"{""field_goals_made"":40,""field_goals_missed"":48,""field_goals_attempted"":88,""field_goals"":""40/88"",""field_goals_percentage"":""45.5"",""two_pointers_made"":28,""two_pointers_missed"":25,""two_pointers_attempted"":53,""two_pointers"":""28/53"",""two_pointers_percentage"":""52.8"",""three_pointers_made"":12,""three_pointers_missed"":23,""three_pointers_attempted"":35,""three_pointers"":""12/35"",""three_pointers_percentage"":""34.3"",""free_throws_made"":19,""free_throws_missed"":2,""free_throws_attempted"":21,""free_throws"":""19/21"",""free_throws_percentage"":""90.5"",""won_score"":111,""total_won_score"":111,""lost_score"":114,""total_lost_score"":114,""rebounds"":39,""defensive_rebounds"":29,""offensive_rebounds"":10,""defensive_fouls"":30,""offensive_fouls"":1,""personal_fouls"":30,""fouls"":31,""assists"":18,""steals"":7,""blocks"":3,""turnovers"":14,""points_in_paint"":36,""second_chance_points"":8,""fast_break_points"":15}"
2025-26,2,9,regular_season,1455,2026-03-07,4,4,新竹御嵿攻城獅,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1455/stats,38,39,77,38/77,49.4,28,28,56,28/56,50.0,10,11,21,10/21,47.6,28,16,44,28/44,63.6,114,114,111,111,53,38,15,15,3,17,18,21,8,3,17,48,15,6,"{""field_goals_made"":38,""field_goals_missed"":39,""field_goals_attempted"":77,""field_goals"":""38/77"",""field_goals_percentage"":""49.4"",""two_pointers_made"":28,""two_pointers_missed"":28,""two_pointers_attempted"":56,""two_pointers"":""28/56"",""two_pointers_percentage"":""50.0"",""three_pointers_made"":10,""three_pointers_missed"":11,""three_pointers_attempted"":21,""three_pointers"":""10/21"",""three_pointers_percentage"":""47.6"",""free_throws_made"":28,""free_throws_missed"":16,""free_throws_attempted"":44,""free_throws"":""28/44"",""free_throws_percentage"":""63.6"",""won_score"":114,""total_won_score"":114,""lost_score"":111,""total_lost_score"":111,""rebounds"":53,""defensive_rebounds"":38,""offensive_rebounds"":15,""defensive_fouls"":15,""offensive_fouls"":3,""personal_fouls"":17,""fouls"":18,""assists"":21,""steals"":8,""blocks"":3,""turnovers"":17,""points_in_paint"":48,""second_chance_points"":15,""fast_break_points"":6}"
2025-26,2,9,regular_season,1456,2026-03-08,4,2,高雄全家海神,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1456/stats,32,42,74,32/74,43.2,22,19,41,22/41,53.7,10,23,33,10/33,30.3,16,8,24,16/24,66.7,90,90,88,88,45,32,13,23,2,25,25,22,4,2,15,36,14,2,"{""field_goals_made"":32,""field_goals_missed"":42,""field_goals_attempted"":74,""field_goals"":""32/74"",""field_goals_percentage"":""43.2"",""two_pointers_made"":22,""two_pointers_missed"":19,""two_pointers_attempted"":41,""two_pointers"":""22/41"",""two_pointers_percentage"":""53.7"",""three_pointers_made"":10,""three_pointers_missed"":23,""three_pointers_attempted"":33,""three_pointers"":""10/33"",""three_pointers_percentage"":""30.3"",""free_throws_made"":16,""free_throws_missed"":8,""free_throws_attempted"":24,""free_throws"":""16/24"",""free_throws_percentage"":""66.7"",""won_score"":90,""total_won_score"":90,""lost_score"":88,""total_lost_score"":88,""rebounds"":45,""defensive_rebounds"":32,""offensive_rebounds"":13,""defensive_fouls"":23,""offensive_fouls"":2,""personal_fouls"":25,""fouls"":25,""assists"":22,""steals"":4,""blocks"":2,""turnovers"":15,""points_in_paint"":36,""second_chance_points"":14,""fast_break_points"":2}"
2025-26,2,9,regular_season,1456,2026-03-08,4,6,新北中信特攻,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1456/stats,32,40,72,32/72,44.4,27,15,42,27/42,64.3,5,25,30,5/30,16.7,19,8,27,19/27,70.4,88,88,90,90,40,29,11,22,2,24,24,18,7,2,12,48,8,7,"{""field_goals_made"":32,""field_goals_missed"":40,""field_goals_attempted"":72,""field_goals"":""32/72"",""field_goals_percentage"":""44.4"",""two_pointers_made"":27,""two_pointers_missed"":15,""two_pointers_attempted"":42,""two_pointers"":""27/42"",""two_pointers_percentage"":""64.3"",""three_pointers_made"":5,""three_pointers_missed"":25,""three_pointers_attempted"":30,""three_pointers"":""5/30"",""three_pointers_percentage"":""16.7"",""free_throws_made"":19,""free_throws_missed"":8,""free_throws_attempted"":27,""free_throws"":""19/27"",""free_throws_percentage"":""70.4"",""won_score"":88,""total_won_score"":88,""lost_score"":90,""total_lost_score"":90,""rebounds"":40,""defensive_rebounds"":29,""offensive_rebounds"":11,""defensive_fouls"":22,""offensive_fouls"":2,""personal_fouls"":24,""fouls"":24,""assists"":18,""steals"":7,""blocks"":2,""turnovers"":12,""points_in_paint"":48,""second_chance_points"":8,""fast_break_points"":7}"
2025-26,2,9,regular_season,1457,2026-03-08,4,5,桃園台啤永豐雲豹,7,新北國王,home,https://api.tpbl.basketball/api/games/1457/stats,38,39,77,38/77,49.4,24,23,47,24/47,51.1,14,16,30,14/30,46.7,11,10,21,11/21,52.4,101,101,114,114,33,24,9,18,4,20,22,26,10,0,15,38,12,16,"{""field_goals_made"":38,""field_goals_missed"":39,""field_goals_attempted"":77,""field_goals"":""38/77"",""field_goals_percentage"":""49.4"",""two_pointers_made"":24,""two_pointers_missed"":23,""two_pointers_attempted"":47,""two_pointers"":""24/47"",""two_pointers_percentage"":""51.1"",""three_pointers_made"":14,""three_pointers_missed"":16,""three_pointers_attempted"":30,""three_pointers"":""14/30"",""three_pointers_percentage"":""46.7"",""free_throws_made"":11,""free_throws_missed"":10,""free_throws_attempted"":21,""free_throws"":""11/21"",""free_throws_percentage"":""52.4"",""won_score"":101,""total_won_score"":101,""lost_score"":114,""total_lost_score"":114,""rebounds"":33,""defensive_rebounds"":24,""offensive_rebounds"":9,""defensive_fouls"":18,""offensive_fouls"":4,""personal_fouls"":20,""fouls"":22,""assists"":26,""steals"":10,""blocks"":0,""turnovers"":15,""points_in_paint"":38,""second_chance_points"":12,""fast_break_points"":16}"
2025-26,2,9,regular_season,1457,2026-03-08,4,7,新北國王,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1457/stats,41,36,77,41/77,53.2,27,18,45,27/45,60.0,14,18,32,14/32,43.8,18,5,23,18/23,78.3,114,114,101,101,48,35,13,15,2,17,17,27,3,0,20,48,16,6,"{""field_goals_made"":41,""field_goals_missed"":36,""field_goals_attempted"":77,""field_goals"":""41/77"",""field_goals_percentage"":""53.2"",""two_pointers_made"":27,""two_pointers_missed"":18,""two_pointers_attempted"":45,""two_pointers"":""27/45"",""two_pointers_percentage"":""60.0"",""three_pointers_made"":14,""three_pointers_missed"":18,""three_pointers_attempted"":32,""three_pointers"":""14/32"",""three_pointers_percentage"":""43.8"",""free_throws_made"":18,""free_throws_missed"":5,""free_throws_attempted"":23,""free_throws"":""18/23"",""free_throws_percentage"":""78.3"",""won_score"":114,""total_won_score"":114,""lost_score"":101,""total_lost_score"":101,""rebounds"":48,""defensive_rebounds"":35,""offensive_rebounds"":13,""defensive_fouls"":15,""offensive_fouls"":2,""personal_fouls"":17,""fouls"":17,""assists"":27,""steals"":3,""blocks"":0,""turnovers"":20,""points_in_paint"":48,""second_chance_points"":16,""fast_break_points"":6}"
2025-26,2,9,regular_season,1458,2026-03-11,4,4,新竹御嵿攻城獅,8,臺北台新戰神,home,https://api.tpbl.basketball/api/games/1458/stats,35,50,85,35/85,41.2,24,18,42,24/42,57.1,11,32,43,11/43,25.6,13,3,16,13/16,81.3,94,94,102,102,46,35,11,19,0,19,19,27,8,3,15,36,7,10,"{""field_goals_made"":35,""field_goals_missed"":50,""field_goals_attempted"":85,""field_goals"":""35/85"",""field_goals_percentage"":""41.2"",""two_pointers_made"":24,""two_pointers_missed"":18,""two_pointers_attempted"":42,""two_pointers"":""24/42"",""two_pointers_percentage"":""57.1"",""three_pointers_made"":11,""three_pointers_missed"":32,""three_pointers_attempted"":43,""three_pointers"":""11/43"",""three_pointers_percentage"":""25.6"",""free_throws_made"":13,""free_throws_missed"":3,""free_throws_attempted"":16,""free_throws"":""13/16"",""free_throws_percentage"":""81.3"",""won_score"":94,""total_won_score"":94,""lost_score"":102,""total_lost_score"":102,""rebounds"":46,""defensive_rebounds"":35,""offensive_rebounds"":11,""defensive_fouls"":19,""offensive_fouls"":0,""personal_fouls"":19,""fouls"":19,""assists"":27,""steals"":8,""blocks"":3,""turnovers"":15,""points_in_paint"":36,""second_chance_points"":7,""fast_break_points"":10}"
2025-26,2,9,regular_season,1458,2026-03-11,4,8,臺北台新戰神,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/1458/stats,39,38,77,39/77,50.6,27,24,51,27/51,52.9,12,14,26,12/26,46.2,12,12,24,12/24,50.0,102,102,94,94,47,40,7,16,0,16,16,25,9,4,15,44,7,15,"{""field_goals_made"":39,""field_goals_missed"":38,""field_goals_attempted"":77,""field_goals"":""39/77"",""field_goals_percentage"":""50.6"",""two_pointers_made"":27,""two_pointers_missed"":24,""two_pointers_attempted"":51,""two_pointers"":""27/51"",""two_pointers_percentage"":""52.9"",""three_pointers_made"":12,""three_pointers_missed"":14,""three_pointers_attempted"":26,""three_pointers"":""12/26"",""three_pointers_percentage"":""46.2"",""free_throws_made"":12,""free_throws_missed"":12,""free_throws_attempted"":24,""free_throws"":""12/24"",""free_throws_percentage"":""50.0"",""won_score"":102,""total_won_score"":102,""lost_score"":94,""total_lost_score"":94,""rebounds"":47,""defensive_rebounds"":40,""offensive_rebounds"":7,""defensive_fouls"":16,""offensive_fouls"":0,""personal_fouls"":16,""fouls"":16,""assists"":25,""steals"":9,""blocks"":4,""turnovers"":15,""points_in_paint"":44,""second_chance_points"":7,""fast_break_points"":15}"
2025-26,2,9,regular_season,1459,2026-03-14,4,3,福爾摩沙夢想家,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1459/stats,30,53,83,30/83,36.1,12,22,34,12/34,35.3,18,31,49,18/49,36.7,22,10,32,22/32,68.8,100,100,91,91,47,35,12,17,0,17,17,17,10,1,11,20,14,5,"{""field_goals_made"":30,""field_goals_missed"":53,""field_goals_attempted"":83,""field_goals"":""30/83"",""field_goals_percentage"":""36.1"",""two_pointers_made"":12,""two_pointers_missed"":22,""two_pointers_attempted"":34,""two_pointers"":""12/34"",""two_pointers_percentage"":""35.3"",""three_pointers_made"":18,""three_pointers_missed"":31,""three_pointers_attempted"":49,""three_pointers"":""18/49"",""three_pointers_percentage"":""36.7"",""free_throws_made"":22,""free_throws_missed"":10,""free_throws_attempted"":32,""free_throws"":""22/32"",""free_throws_percentage"":""68.8"",""won_score"":100,""total_won_score"":100,""lost_score"":91,""total_lost_score"":91,""rebounds"":47,""defensive_rebounds"":35,""offensive_rebounds"":12,""defensive_fouls"":17,""offensive_fouls"":0,""personal_fouls"":17,""fouls"":17,""assists"":17,""steals"":10,""blocks"":1,""turnovers"":11,""points_in_paint"":20,""second_chance_points"":14,""fast_break_points"":5}"
2025-26,2,9,regular_season,1459,2026-03-14,4,6,新北中信特攻,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1459/stats,34,45,79,34/79,43.0,23,18,41,23/41,56.1,11,27,38,11/38,28.9,12,6,18,12/18,66.7,91,91,100,100,55,44,11,26,1,26,27,20,7,1,17,44,13,19,"{""field_goals_made"":34,""field_goals_missed"":45,""field_goals_attempted"":79,""field_goals"":""34/79"",""field_goals_percentage"":""43.0"",""two_pointers_made"":23,""two_pointers_missed"":18,""two_pointers_attempted"":41,""two_pointers"":""23/41"",""two_pointers_percentage"":""56.1"",""three_pointers_made"":11,""three_pointers_missed"":27,""three_pointers_attempted"":38,""three_pointers"":""11/38"",""three_pointers_percentage"":""28.9"",""free_throws_made"":12,""free_throws_missed"":6,""free_throws_attempted"":18,""free_throws"":""12/18"",""free_throws_percentage"":""66.7"",""won_score"":91,""total_won_score"":91,""lost_score"":100,""total_lost_score"":100,""rebounds"":55,""defensive_rebounds"":44,""offensive_rebounds"":11,""defensive_fouls"":26,""offensive_fouls"":1,""personal_fouls"":26,""fouls"":27,""assists"":20,""steals"":7,""blocks"":1,""turnovers"":17,""points_in_paint"":44,""second_chance_points"":13,""fast_break_points"":19}"
2025-26,2,9,regular_season,1460,2026-03-14,4,4,新竹御嵿攻城獅,2,高雄全家海神,home,https://api.tpbl.basketball/api/games/1460/stats,39,33,72,39/72,54.2,24,18,42,24/42,57.1,15,15,30,15/30,50.0,20,9,29,20/29,69.0,113,113,97,97,41,30,11,24,1,24,25,29,8,5,9,40,19,13,"{""field_goals_made"":39,""field_goals_missed"":33,""field_goals_attempted"":72,""field_goals"":""39/72"",""field_goals_percentage"":""54.2"",""two_pointers_made"":24,""two_pointers_missed"":18,""two_pointers_attempted"":42,""two_pointers"":""24/42"",""two_pointers_percentage"":""57.1"",""three_pointers_made"":15,""three_pointers_missed"":15,""three_pointers_attempted"":30,""three_pointers"":""15/30"",""three_pointers_percentage"":""50.0"",""free_throws_made"":20,""free_throws_missed"":9,""free_throws_attempted"":29,""free_throws"":""20/29"",""free_throws_percentage"":""69.0"",""won_score"":113,""total_won_score"":113,""lost_score"":97,""total_lost_score"":97,""rebounds"":41,""defensive_rebounds"":30,""offensive_rebounds"":11,""defensive_fouls"":24,""offensive_fouls"":1,""personal_fouls"":24,""fouls"":25,""assists"":29,""steals"":8,""blocks"":5,""turnovers"":9,""points_in_paint"":40,""second_chance_points"":19,""fast_break_points"":13}"
