game_id,team_id,player_id,source_seconds,rotation_seconds,residual_seconds,within_one_second
1389,8,10865,1090.0,1090.0,0.0,True
1389,8,7,127.0,127.0,0.0,True
1389,8,10867,1757.0,1757.0,0.0,True
1389,8,14,2109.0,2109.0,0.0,True
1389,8,10,2243.0,2243.0,0.0,True
1389,8,13,404.0,404.0,0.0,True
1390,7,10875,1950.0,1950.0,0.0,True
1390,7,21,2553.0,2553.0,0.0,True
1390,7,22,1448.0,1448.0,0.0,True
1390,7,10872,1613.0,1613.0,0.0,True
1390,7,10876,1414.0,1414.0,0.0,True
1390,7,24,964.0,964.0,0.0,True
1390,7,25,1279.0,1279.0,0.0,True
1390,7,10874,783.0,783.0,0.0,True
1390,7,867,2396.0,2396.0,0.0,True
1390,2,12668,1300.0,1300.0,0.0,True
1390,2,109,1314.0,1314.0,0.0,True
1390,2,110,1676.0,1676.0,0.0,True
1390,2,45,1732.0,1732.0,0.0,True
1390,2,116,321.0,321.0,0.0,True
1390,2,118,1899.0,1899.0,0.0,True
1390,2,10891,53.0,53.0,0.0,True
1390,2,121,2039.0,2039.0,0.0,True
1390,2,122,1186.0,1186.0,0.0,True
1390,2,123,90.0,90.0,0.0,True
1390,2,10894,2790.0,2790.0,0.0,True
1391,5,54,2191.0,2191.0,0.0,True
1391,5,10884,415.0,415.0,0.0,True
1391,5,10860,1876.0,1876.0,0.0,True
1391,5,57,2059.0,2059.0,0.0,True
1391,5,58,1714.0,1714.0,0.0,True
1391,5,16,1791.0,1791.0,0.0,True
1391,5,62,1258.0,1258.0,0.0,True
1391,5,68,2093.0,2093.0,0.0,True
1391,5,3129,205.0,205.0,0.0,True
1391,5,12,798.0,798.0,0.0,True
1391,6,10877,2300.0,2300.0,0.0,True
1391,6,39,845.0,845.0,0.0,True
1391,6,40,2224.0,2224.0,0.0,True
1391,6,10880,2168.0,2168.0,0.0,True
1391,6,113,1732.0,1732.0,0.0,True
1391,6,10881,2394.0,2394.0,0.0,True
1391,6,8889,1198.0,1198.0,0.0,True
1391,6,44,820.0,820.0,0.0,True
1391,6,10879,719.0,719.0,0.0,True
1392,7,29,2103.0,1921.0,-182.0,False
1392,7,10875,1695.0,1695.0,0.0,True
1392,7,21,2191.0,2373.0,182.0,False
1392,7,22,388.0,388.0,0.0,True
1392,7,23,176.0,176.0,0.0,True
1392,7,10872,1561.0,1561.0,0.0,True
1392,7,28,188.0,188.0,0.0,True
1392,7,10876,1574.0,1574.0,0.0,True
1392,7,24,1231.0,1231.0,0.0,True
1392,7,25,342.0,342.0,0.0,True
1392,7,10874,460.0,460.0,0.0,True
1392,7,867,2491.0,2491.0,0.0,True
1392,3,77,2194.0,2194.0,0.0,True
1392,3,86,958.0,958.0,0.0,True
1392,3,10889,1999.0,1999.0,0.0,True
1392,3,95,427.0,427.0,0.0,True
1392,3,99,1819.0,1819.0,0.0,True
1392,3,10890,2130.0,2130.0,0.0,True
1392,3,106,1631.0,1631.0,0.0,True
1392,3,89,2237.0,2237.0,0.0,True
1392,3,101,1005.0,1005.0,0.0,True
1393,4,10887,2236.0,2236.0,0.0,True
1393,4,5948,1318.0,1318.0,0.0,True
1393,4,75,1814.0,1814.0,0.0,True
1393,4,76,1985.0,1985.0,0.0,True
1393,4,80,59.0,59.0,0.0,True
1393,4,10885,1146.0,1146.0,0.0,True
1393,4,82,255.0,255.0,0.0,True
1393,4,87,1399.0,1399.0,0.0,True
1393,4,10862,2139.0,2139.0,0.0,True
1393,4,10886,59.0,59.0,0.0,True
